"","Gender","Age_Group","Race_or_Ethnicity","Education","SBP","BMI","Smoker","background_n"
"1681","Male","40-59","NH White",NA,"SBP 120-129","Obese","Smoke",0
"1682","Female","40-59","NH White",NA,"SBP 120-129","Obese","Smoke",0
"1683","Male","59+","NH White",NA,"SBP 120-129","Obese","Smoke",0
"1684","Female","59+","NH White",NA,"SBP 120-129","Obese","Smoke",0
"1685","Male","40-59","NH Black",NA,"SBP 120-129","Obese","Smoke",0
"1686","Female","40-59","NH Black",NA,"SBP 120-129","Obese","Smoke",0
"1687","Male","59+","NH Black",NA,"SBP 120-129","Obese","Smoke",0
"1688","Female","59+","NH Black",NA,"SBP 120-129","Obese","Smoke",0
"1689","Male","40-59","NH Asian",NA,"SBP 120-129","Obese","Smoke",0
"1690","Female","40-59","NH Asian",NA,"SBP 120-129","Obese","Smoke",0
"1691","Male","59+","NH Asian",NA,"SBP 120-129","Obese","Smoke",0
"1692","Female","59+","NH Asian",NA,"SBP 120-129","Obese","Smoke",0
"1693","Male","40-59","Hispanic",NA,"SBP 120-129","Obese","Smoke",0
"1694","Female","40-59","Hispanic",NA,"SBP 120-129","Obese","Smoke",0
"1695","Male","59+","Hispanic",NA,"SBP 120-129","Obese","Smoke",0
"1696","Female","59+","Hispanic",NA,"SBP 120-129","Obese","Smoke",0
"1697","Male","40-59","Other",NA,"SBP 120-129","Obese","Smoke",0
"1698","Female","40-59","Other",NA,"SBP 120-129","Obese","Smoke",0
"1699","Male","59+","Other",NA,"SBP 120-129","Obese","Smoke",0
"1700","Female","59+","Other",NA,"SBP 120-129","Obese","Smoke",0
"1701","Male","40-59","NH White","<HSG","SBP 130-139","Obese","Smoke",0
"1702","Female","40-59","NH White","<HSG","SBP 130-139","Obese","Smoke",55269
"1703","Male","59+","NH White","<HSG","SBP 130-139","Obese","Smoke",0
"1704","Female","59+","NH White","<HSG","SBP 130-139","Obese","Smoke",0
"1705","Male","40-59","NH Black","<HSG","SBP 130-139","Obese","Smoke",0
"1706","Female","40-59","NH Black","<HSG","SBP 130-139","Obese","Smoke",19395
"1707","Male","59+","NH Black","<HSG","SBP 130-139","Obese","Smoke",0
"1708","Female","59+","NH Black","<HSG","SBP 130-139","Obese","Smoke",29101
"1709","Male","40-59","NH Asian","<HSG","SBP 130-139","Obese","Smoke",0
"1710","Female","40-59","NH Asian","<HSG","SBP 130-139","Obese","Smoke",0
"1711","Male","59+","NH Asian","<HSG","SBP 130-139","Obese","Smoke",0
"1712","Female","59+","NH Asian","<HSG","SBP 130-139","Obese","Smoke",0
"1713","Male","40-59","Hispanic","<HSG","SBP 130-139","Obese","Smoke",46972
"1714","Female","40-59","Hispanic","<HSG","SBP 130-139","Obese","Smoke",0
"1715","Male","59+","Hispanic","<HSG","SBP 130-139","Obese","Smoke",9116
"1716","Female","59+","Hispanic","<HSG","SBP 130-139","Obese","Smoke",0
"1717","Male","40-59","Other","<HSG","SBP 130-139","Obese","Smoke",0
"1718","Female","40-59","Other","<HSG","SBP 130-139","Obese","Smoke",0
"1719","Male","59+","Other","<HSG","SBP 130-139","Obese","Smoke",0
"1720","Female","59+","Other","<HSG","SBP 130-139","Obese","Smoke",0
"1721","Male","40-59","NH White","HSG/GED","SBP 130-139","Obese","Smoke",27668
"1722","Female","40-59","NH White","HSG/GED","SBP 130-139","Obese","Smoke",0
"1723","Male","59+","NH White","HSG/GED","SBP 130-139","Obese","Smoke",19349
"1724","Female","59+","NH White","HSG/GED","SBP 130-139","Obese","Smoke",247699
"1725","Male","40-59","NH Black","HSG/GED","SBP 130-139","Obese","Smoke",0
"1726","Female","40-59","NH Black","HSG/GED","SBP 130-139","Obese","Smoke",21497
"1727","Male","59+","NH Black","HSG/GED","SBP 130-139","Obese","Smoke",0
"1728","Female","59+","NH Black","HSG/GED","SBP 130-139","Obese","Smoke",0
"1729","Male","40-59","NH Asian","HSG/GED","SBP 130-139","Obese","Smoke",0
"1730","Female","40-59","NH Asian","HSG/GED","SBP 130-139","Obese","Smoke",0
"1731","Male","59+","NH Asian","HSG/GED","SBP 130-139","Obese","Smoke",0
"1732","Female","59+","NH Asian","HSG/GED","SBP 130-139","Obese","Smoke",0
"1733","Male","40-59","Hispanic","HSG/GED","SBP 130-139","Obese","Smoke",0
"1734","Female","40-59","Hispanic","HSG/GED","SBP 130-139","Obese","Smoke",0
"1735","Male","59+","Hispanic","HSG/GED","SBP 130-139","Obese","Smoke",0
"1736","Female","59+","Hispanic","HSG/GED","SBP 130-139","Obese","Smoke",0
"1737","Male","40-59","Other","HSG/GED","SBP 130-139","Obese","Smoke",0
"1738","Female","40-59","Other","HSG/GED","SBP 130-139","Obese","Smoke",0
"1739","Male","59+","Other","HSG/GED","SBP 130-139","Obese","Smoke",0
"1740","Female","59+","Other","HSG/GED","SBP 130-139","Obese","Smoke",0
"1741","Male","40-59","NH White","Some college/TS","SBP 130-139","Obese","Smoke",0
"1742","Female","40-59","NH White","Some college/TS","SBP 130-139","Obese","Smoke",245947
"1743","Male","59+","NH White","Some college/TS","SBP 130-139","Obese","Smoke",39413
"1744","Female","59+","NH White","Some college/TS","SBP 130-139","Obese","Smoke",0
"1745","Male","40-59","NH Black","Some college/TS","SBP 130-139","Obese","Smoke",0
"1746","Female","40-59","NH Black","Some college/TS","SBP 130-139","Obese","Smoke",0
"1747","Male","59+","NH Black","Some college/TS","SBP 130-139","Obese","Smoke",10119
"1748","Female","59+","NH Black","Some college/TS","SBP 130-139","Obese","Smoke",0
"1749","Male","40-59","NH Asian","Some college/TS","SBP 130-139","Obese","Smoke",0
"1750","Female","40-59","NH Asian","Some college/TS","SBP 130-139","Obese","Smoke",0
"1751","Male","59+","NH Asian","Some college/TS","SBP 130-139","Obese","Smoke",0
"1752","Female","59+","NH Asian","Some college/TS","SBP 130-139","Obese","Smoke",0
"1753","Male","40-59","Hispanic","Some college/TS","SBP 130-139","Obese","Smoke",0
"1754","Female","40-59","Hispanic","Some college/TS","SBP 130-139","Obese","Smoke",40419
"1755","Male","59+","Hispanic","Some college/TS","SBP 130-139","Obese","Smoke",10240
"1756","Female","59+","Hispanic","Some college/TS","SBP 130-139","Obese","Smoke",0
"1757","Male","40-59","Other","Some college/TS","SBP 130-139","Obese","Smoke",0
"1758","Female","40-59","Other","Some college/TS","SBP 130-139","Obese","Smoke",0
"1759","Male","59+","Other","Some college/TS","SBP 130-139","Obese","Smoke",0
"1760","Female","59+","Other","Some college/TS","SBP 130-139","Obese","Smoke",0
"1761","Male","40-59","NH White",">=College grad","SBP 130-139","Obese","Smoke",0
"1762","Female","40-59","NH White",">=College grad","SBP 130-139","Obese","Smoke",0
"1763","Male","59+","NH White",">=College grad","SBP 130-139","Obese","Smoke",0
"1764","Female","59+","NH White",">=College grad","SBP 130-139","Obese","Smoke",0
"1765","Male","40-59","NH Black",">=College grad","SBP 130-139","Obese","Smoke",0
"1766","Female","40-59","NH Black",">=College grad","SBP 130-139","Obese","Smoke",0
"1767","Male","59+","NH Black",">=College grad","SBP 130-139","Obese","Smoke",11240
"1768","Female","59+","NH Black",">=College grad","SBP 130-139","Obese","Smoke",14309
"1769","Male","40-59","NH Asian",">=College grad","SBP 130-139","Obese","Smoke",0
"1770","Female","40-59","NH Asian",">=College grad","SBP 130-139","Obese","Smoke",0
"1771","Male","59+","NH Asian",">=College grad","SBP 130-139","Obese","Smoke",0
"1772","Female","59+","NH Asian",">=College grad","SBP 130-139","Obese","Smoke",0
"1773","Male","40-59","Hispanic",">=College grad","SBP 130-139","Obese","Smoke",0
"1774","Female","40-59","Hispanic",">=College grad","SBP 130-139","Obese","Smoke",0
"1775","Male","59+","Hispanic",">=College grad","SBP 130-139","Obese","Smoke",0
"1776","Female","59+","Hispanic",">=College grad","SBP 130-139","Obese","Smoke",0
"1777","Male","40-59","Other",">=College grad","SBP 130-139","Obese","Smoke",0
"1778","Female","40-59","Other",">=College grad","SBP 130-139","Obese","Smoke",0
"1779","Male","59+","Other",">=College grad","SBP 130-139","Obese","Smoke",0
"1780","Female","59+","Other",">=College grad","SBP 130-139","Obese","Smoke",0
"1781","Male","40-59","NH White",NA,"SBP 130-139","Obese","Smoke",0
"1782","Female","40-59","NH White",NA,"SBP 130-139","Obese","Smoke",0
"1783","Male","59+","NH White",NA,"SBP 130-139","Obese","Smoke",0
"1784","Female","59+","NH White",NA,"SBP 130-139","Obese","Smoke",0
"1785","Male","40-59","NH Black",NA,"SBP 130-139","Obese","Smoke",0
"1786","Female","40-59","NH Black",NA,"SBP 130-139","Obese","Smoke",0
"1787","Male","59+","NH Black",NA,"SBP 130-139","Obese","Smoke",0
"1788","Female","59+","NH Black",NA,"SBP 130-139","Obese","Smoke",0
"1789","Male","40-59","NH Asian",NA,"SBP 130-139","Obese","Smoke",0
"1790","Female","40-59","NH Asian",NA,"SBP 130-139","Obese","Smoke",0
"1791","Male","59+","NH Asian",NA,"SBP 130-139","Obese","Smoke",0
"1792","Female","59+","NH Asian",NA,"SBP 130-139","Obese","Smoke",0
"1793","Male","40-59","Hispanic",NA,"SBP 130-139","Obese","Smoke",0
"1794","Female","40-59","Hispanic",NA,"SBP 130-139","Obese","Smoke",0
"1795","Male","59+","Hispanic",NA,"SBP 130-139","Obese","Smoke",0
"1796","Female","59+","Hispanic",NA,"SBP 130-139","Obese","Smoke",0
"1797","Male","40-59","Other",NA,"SBP 130-139","Obese","Smoke",0
"1798","Female","40-59","Other",NA,"SBP 130-139","Obese","Smoke",0
"1799","Male","59+","Other",NA,"SBP 130-139","Obese","Smoke",0
"1800","Female","59+","Other",NA,"SBP 130-139","Obese","Smoke",0
"1801","Male","40-59","NH White","<HSG","SBP>=140","Obese","Smoke",32162
"1802","Female","40-59","NH White","<HSG","SBP>=140","Obese","Smoke",56386
"1803","Male","59+","NH White","<HSG","SBP>=140","Obese","Smoke",67310
"1804","Female","59+","NH White","<HSG","SBP>=140","Obese","Smoke",70654
"1805","Male","40-59","NH Black","<HSG","SBP>=140","Obese","Smoke",0
"1806","Female","40-59","NH Black","<HSG","SBP>=140","Obese","Smoke",45112
"1807","Male","59+","NH Black","<HSG","SBP>=140","Obese","Smoke",32675
"1808","Female","59+","NH Black","<HSG","SBP>=140","Obese","Smoke",16825
"1809","Male","40-59","NH Asian","<HSG","SBP>=140","Obese","Smoke",0
"1810","Female","40-59","NH Asian","<HSG","SBP>=140","Obese","Smoke",0
"1811","Male","59+","NH Asian","<HSG","SBP>=140","Obese","Smoke",0
"1812","Female","59+","NH Asian","<HSG","SBP>=140","Obese","Smoke",0
"1813","Male","40-59","Hispanic","<HSG","SBP>=140","Obese","Smoke",18478
"1814","Female","40-59","Hispanic","<HSG","SBP>=140","Obese","Smoke",0
"1815","Male","59+","Hispanic","<HSG","SBP>=140","Obese","Smoke",9350
"1816","Female","59+","Hispanic","<HSG","SBP>=140","Obese","Smoke",10920
"1817","Male","40-59","Other","<HSG","SBP>=140","Obese","Smoke",0
"1818","Female","40-59","Other","<HSG","SBP>=140","Obese","Smoke",0
"1819","Male","59+","Other","<HSG","SBP>=140","Obese","Smoke",0
"1820","Female","59+","Other","<HSG","SBP>=140","Obese","Smoke",0
"1821","Male","40-59","NH White","HSG/GED","SBP>=140","Obese","Smoke",0
"1822","Female","40-59","NH White","HSG/GED","SBP>=140","Obese","Smoke",0
"1823","Male","59+","NH White","HSG/GED","SBP>=140","Obese","Smoke",15917
"1824","Female","59+","NH White","HSG/GED","SBP>=140","Obese","Smoke",0
"1825","Male","40-59","NH Black","HSG/GED","SBP>=140","Obese","Smoke",38836
"1826","Female","40-59","NH Black","HSG/GED","SBP>=140","Obese","Smoke",0
"1827","Male","59+","NH Black","HSG/GED","SBP>=140","Obese","Smoke",0
"1828","Female","59+","NH Black","HSG/GED","SBP>=140","Obese","Smoke",19935
"1829","Male","40-59","NH Asian","HSG/GED","SBP>=140","Obese","Smoke",0
"1830","Female","40-59","NH Asian","HSG/GED","SBP>=140","Obese","Smoke",0
"1831","Male","59+","NH Asian","HSG/GED","SBP>=140","Obese","Smoke",0
"1832","Female","59+","NH Asian","HSG/GED","SBP>=140","Obese","Smoke",0
"1833","Male","40-59","Hispanic","HSG/GED","SBP>=140","Obese","Smoke",0
"1834","Female","40-59","Hispanic","HSG/GED","SBP>=140","Obese","Smoke",0
"1835","Male","59+","Hispanic","HSG/GED","SBP>=140","Obese","Smoke",7596
"1836","Female","59+","Hispanic","HSG/GED","SBP>=140","Obese","Smoke",10042
"1837","Male","40-59","Other","HSG/GED","SBP>=140","Obese","Smoke",0
"1838","Female","40-59","Other","HSG/GED","SBP>=140","Obese","Smoke",44522
"1839","Male","59+","Other","HSG/GED","SBP>=140","Obese","Smoke",0
"1840","Female","59+","Other","HSG/GED","SBP>=140","Obese","Smoke",0
"1841","Male","40-59","NH White","Some college/TS","SBP>=140","Obese","Smoke",39506
"1842","Female","40-59","NH White","Some college/TS","SBP>=140","Obese","Smoke",0
"1843","Male","59+","NH White","Some college/TS","SBP>=140","Obese","Smoke",159860
"1844","Female","59+","NH White","Some college/TS","SBP>=140","Obese","Smoke",67010
"1845","Male","40-59","NH Black","Some college/TS","SBP>=140","Obese","Smoke",45268
"1846","Female","40-59","NH Black","Some college/TS","SBP>=140","Obese","Smoke",56173
"1847","Male","59+","NH Black","Some college/TS","SBP>=140","Obese","Smoke",13690
"1848","Female","59+","NH Black","Some college/TS","SBP>=140","Obese","Smoke",0
"1849","Male","40-59","NH Asian","Some college/TS","SBP>=140","Obese","Smoke",0
"1850","Female","40-59","NH Asian","Some college/TS","SBP>=140","Obese","Smoke",0
"1851","Male","59+","NH Asian","Some college/TS","SBP>=140","Obese","Smoke",0
"1852","Female","59+","NH Asian","Some college/TS","SBP>=140","Obese","Smoke",0
"1853","Male","40-59","Hispanic","Some college/TS","SBP>=140","Obese","Smoke",21935
"1854","Female","40-59","Hispanic","Some college/TS","SBP>=140","Obese","Smoke",47740
"1855","Male","59+","Hispanic","Some college/TS","SBP>=140","Obese","Smoke",0
"1856","Female","59+","Hispanic","Some college/TS","SBP>=140","Obese","Smoke",0
"1857","Male","40-59","Other","Some college/TS","SBP>=140","Obese","Smoke",0
"1858","Female","40-59","Other","Some college/TS","SBP>=140","Obese","Smoke",0
"1859","Male","59+","Other","Some college/TS","SBP>=140","Obese","Smoke",130600
"1860","Female","59+","Other","Some college/TS","SBP>=140","Obese","Smoke",49951
"1861","Male","40-59","NH White",">=College grad","SBP>=140","Obese","Smoke",0
"1862","Female","40-59","NH White",">=College grad","SBP>=140","Obese","Smoke",0
"1863","Male","59+","NH White",">=College grad","SBP>=140","Obese","Smoke",233677
"1864","Female","59+","NH White",">=College grad","SBP>=140","Obese","Smoke",0
"1865","Male","40-59","NH Black",">=College grad","SBP>=140","Obese","Smoke",24964
"1866","Female","40-59","NH Black",">=College grad","SBP>=140","Obese","Smoke",0
"1867","Male","59+","NH Black",">=College grad","SBP>=140","Obese","Smoke",15515
"1868","Female","59+","NH Black",">=College grad","SBP>=140","Obese","Smoke",0
"1869","Male","40-59","NH Asian",">=College grad","SBP>=140","Obese","Smoke",0
"1870","Female","40-59","NH Asian",">=College grad","SBP>=140","Obese","Smoke",0
"1871","Male","59+","NH Asian",">=College grad","SBP>=140","Obese","Smoke",0
"1872","Female","59+","NH Asian",">=College grad","SBP>=140","Obese","Smoke",0
"1873","Male","40-59","Hispanic",">=College grad","SBP>=140","Obese","Smoke",0
"1874","Female","40-59","Hispanic",">=College grad","SBP>=140","Obese","Smoke",0
"1875","Male","59+","Hispanic",">=College grad","SBP>=140","Obese","Smoke",0
"1876","Female","59+","Hispanic",">=College grad","SBP>=140","Obese","Smoke",0
"1877","Male","40-59","Other",">=College grad","SBP>=140","Obese","Smoke",0
"1878","Female","40-59","Other",">=College grad","SBP>=140","Obese","Smoke",0
"1879","Male","59+","Other",">=College grad","SBP>=140","Obese","Smoke",13778
"1880","Female","59+","Other",">=College grad","SBP>=140","Obese","Smoke",0
"1881","Male","40-59","NH White",NA,"SBP>=140","Obese","Smoke",0
"1882","Female","40-59","NH White",NA,"SBP>=140","Obese","Smoke",0
"1883","Male","59+","NH White",NA,"SBP>=140","Obese","Smoke",0
"1884","Female","59+","NH White",NA,"SBP>=140","Obese","Smoke",0
"1885","Male","40-59","NH Black",NA,"SBP>=140","Obese","Smoke",0
"1886","Female","40-59","NH Black",NA,"SBP>=140","Obese","Smoke",0
"1887","Male","59+","NH Black",NA,"SBP>=140","Obese","Smoke",0
"1888","Female","59+","NH Black",NA,"SBP>=140","Obese","Smoke",0
"1889","Male","40-59","NH Asian",NA,"SBP>=140","Obese","Smoke",0
"1890","Female","40-59","NH Asian",NA,"SBP>=140","Obese","Smoke",0
"1891","Male","59+","NH Asian",NA,"SBP>=140","Obese","Smoke",0
"1892","Female","59+","NH Asian",NA,"SBP>=140","Obese","Smoke",0
"1893","Male","40-59","Hispanic",NA,"SBP>=140","Obese","Smoke",0
"1894","Female","40-59","Hispanic",NA,"SBP>=140","Obese","Smoke",0
"1895","Male","59+","Hispanic",NA,"SBP>=140","Obese","Smoke",0
"1896","Female","59+","Hispanic",NA,"SBP>=140","Obese","Smoke",0
"1897","Male","40-59","Other",NA,"SBP>=140","Obese","Smoke",0
"1898","Female","40-59","Other",NA,"SBP>=140","Obese","Smoke",0
"1899","Male","59+","Other",NA,"SBP>=140","Obese","Smoke",0
"1900","Female","59+","Other",NA,"SBP>=140","Obese","Smoke",0
"1901","Male","40-59","NH White","<HSG",NA,"Obese","Smoke",0
"1902","Female","40-59","NH White","<HSG",NA,"Obese","Smoke",0
"1903","Male","59+","NH White","<HSG",NA,"Obese","Smoke",0
"1904","Female","59+","NH White","<HSG",NA,"Obese","Smoke",0
"1905","Male","40-59","NH Black","<HSG",NA,"Obese","Smoke",0
"1906","Female","40-59","NH Black","<HSG",NA,"Obese","Smoke",16815
"1907","Male","59+","NH Black","<HSG",NA,"Obese","Smoke",0
"1908","Female","59+","NH Black","<HSG",NA,"Obese","Smoke",0
"1909","Male","40-59","NH Asian","<HSG",NA,"Obese","Smoke",0
"1910","Female","40-59","NH Asian","<HSG",NA,"Obese","Smoke",0
"1911","Male","59+","NH Asian","<HSG",NA,"Obese","Smoke",0
"1912","Female","59+","NH Asian","<HSG",NA,"Obese","Smoke",0
"1913","Male","40-59","Hispanic","<HSG",NA,"Obese","Smoke",0
"1914","Female","40-59","Hispanic","<HSG",NA,"Obese","Smoke",0
"1915","Male","59+","Hispanic","<HSG",NA,"Obese","Smoke",0
"1916","Female","59+","Hispanic","<HSG",NA,"Obese","Smoke",9595
"1917","Male","40-59","Other","<HSG",NA,"Obese","Smoke",0
"1918","Female","40-59","Other","<HSG",NA,"Obese","Smoke",0
"1919","Male","59+","Other","<HSG",NA,"Obese","Smoke",0
"1920","Female","59+","Other","<HSG",NA,"Obese","Smoke",0
"1921","Male","40-59","NH White","HSG/GED",NA,"Obese","Smoke",0
"1922","Female","40-59","NH White","HSG/GED",NA,"Obese","Smoke",45315
"1923","Male","59+","NH White","HSG/GED",NA,"Obese","Smoke",0
"1924","Female","59+","NH White","HSG/GED",NA,"Obese","Smoke",42238
"1925","Male","40-59","NH Black","HSG/GED",NA,"Obese","Smoke",0
"1926","Female","40-59","NH Black","HSG/GED",NA,"Obese","Smoke",0
"1927","Male","59+","NH Black","HSG/GED",NA,"Obese","Smoke",0
"1928","Female","59+","NH Black","HSG/GED",NA,"Obese","Smoke",0
"1929","Male","40-59","NH Asian","HSG/GED",NA,"Obese","Smoke",0
"1930","Female","40-59","NH Asian","HSG/GED",NA,"Obese","Smoke",0
"1931","Male","59+","NH Asian","HSG/GED",NA,"Obese","Smoke",0
"1932","Female","59+","NH Asian","HSG/GED",NA,"Obese","Smoke",0
"1933","Male","40-59","Hispanic","HSG/GED",NA,"Obese","Smoke",0
"1934","Female","40-59","Hispanic","HSG/GED",NA,"Obese","Smoke",0
"1935","Male","59+","Hispanic","HSG/GED",NA,"Obese","Smoke",0
"1936","Female","59+","Hispanic","HSG/GED",NA,"Obese","Smoke",0
"1937","Male","40-59","Other","HSG/GED",NA,"Obese","Smoke",0
"1938","Female","40-59","Other","HSG/GED",NA,"Obese","Smoke",0
"1939","Male","59+","Other","HSG/GED",NA,"Obese","Smoke",0
"1940","Female","59+","Other","HSG/GED",NA,"Obese","Smoke",0
"1941","Male","40-59","NH White","Some college/TS",NA,"Obese","Smoke",113950
"1942","Female","40-59","NH White","Some college/TS",NA,"Obese","Smoke",38896
"1943","Male","59+","NH White","Some college/TS",NA,"Obese","Smoke",0
"1944","Female","59+","NH White","Some college/TS",NA,"Obese","Smoke",30882
"1945","Male","40-59","NH Black","Some college/TS",NA,"Obese","Smoke",0
"1946","Female","40-59","NH Black","Some college/TS",NA,"Obese","Smoke",0
"1947","Male","59+","NH Black","Some college/TS",NA,"Obese","Smoke",0
"1948","Female","59+","NH Black","Some college/TS",NA,"Obese","Smoke",0
"1949","Male","40-59","NH Asian","Some college/TS",NA,"Obese","Smoke",0
"1950","Female","40-59","NH Asian","Some college/TS",NA,"Obese","Smoke",0
"1951","Male","59+","NH Asian","Some college/TS",NA,"Obese","Smoke",0
"1952","Female","59+","NH Asian","Some college/TS",NA,"Obese","Smoke",0
"1953","Male","40-59","Hispanic","Some college/TS",NA,"Obese","Smoke",0
"1954","Female","40-59","Hispanic","Some college/TS",NA,"Obese","Smoke",0
"1955","Male","59+","Hispanic","Some college/TS",NA,"Obese","Smoke",0
"1956","Female","59+","Hispanic","Some college/TS",NA,"Obese","Smoke",0
"1957","Male","40-59","Other","Some college/TS",NA,"Obese","Smoke",0
"1958","Female","40-59","Other","Some college/TS",NA,"Obese","Smoke",0
"1959","Male","59+","Other","Some college/TS",NA,"Obese","Smoke",0
"1960","Female","59+","Other","Some college/TS",NA,"Obese","Smoke",0
"1961","Male","40-59","NH White",">=College grad",NA,"Obese","Smoke",0
"1962","Female","40-59","NH White",">=College grad",NA,"Obese","Smoke",0
"1963","Male","59+","NH White",">=College grad",NA,"Obese","Smoke",0
"1964","Female","59+","NH White",">=College grad",NA,"Obese","Smoke",0
"1965","Male","40-59","NH Black",">=College grad",NA,"Obese","Smoke",0
"1966","Female","40-59","NH Black",">=College grad",NA,"Obese","Smoke",0
"1967","Male","59+","NH Black",">=College grad",NA,"Obese","Smoke",0
"1968","Female","59+","NH Black",">=College grad",NA,"Obese","Smoke",0
"1969","Male","40-59","NH Asian",">=College grad",NA,"Obese","Smoke",0
"1970","Female","40-59","NH Asian",">=College grad",NA,"Obese","Smoke",0
"1971","Male","59+","NH Asian",">=College grad",NA,"Obese","Smoke",0
"1972","Female","59+","NH Asian",">=College grad",NA,"Obese","Smoke",0
"1973","Male","40-59","Hispanic",">=College grad",NA,"Obese","Smoke",0
"1974","Female","40-59","Hispanic",">=College grad",NA,"Obese","Smoke",0
"1975","Male","59+","Hispanic",">=College grad",NA,"Obese","Smoke",0
"1976","Female","59+","Hispanic",">=College grad",NA,"Obese","Smoke",0
"1977","Male","40-59","Other",">=College grad",NA,"Obese","Smoke",0
"1978","Female","40-59","Other",">=College grad",NA,"Obese","Smoke",0
"1979","Male","59+","Other",">=College grad",NA,"Obese","Smoke",0
"1980","Female","59+","Other",">=College grad",NA,"Obese","Smoke",0
"1981","Male","40-59","NH White",NA,NA,"Obese","Smoke",0
"1982","Female","40-59","NH White",NA,NA,"Obese","Smoke",0
"1983","Male","59+","NH White",NA,NA,"Obese","Smoke",0
"1984","Female","59+","NH White",NA,NA,"Obese","Smoke",0
"1985","Male","40-59","NH Black",NA,NA,"Obese","Smoke",0
"1986","Female","40-59","NH Black",NA,NA,"Obese","Smoke",0
"1987","Male","59+","NH Black",NA,NA,"Obese","Smoke",0
"1988","Female","59+","NH Black",NA,NA,"Obese","Smoke",0
"1989","Male","40-59","NH Asian",NA,NA,"Obese","Smoke",0
"1990","Female","40-59","NH Asian",NA,NA,"Obese","Smoke",0
"1991","Male","59+","NH Asian",NA,NA,"Obese","Smoke",0
"1992","Female","59+","NH Asian",NA,NA,"Obese","Smoke",0
"1993","Male","40-59","Hispanic",NA,NA,"Obese","Smoke",0
"1994","Female","40-59","Hispanic",NA,NA,"Obese","Smoke",0
"1995","Male","59+","Hispanic",NA,NA,"Obese","Smoke",0
"1996","Female","59+","Hispanic",NA,NA,"Obese","Smoke",0
"1997","Male","40-59","Other",NA,NA,"Obese","Smoke",0
"1998","Female","40-59","Other",NA,NA,"Obese","Smoke",0
"1999","Male","59+","Other",NA,NA,"Obese","Smoke",0
"2000","Female","59+","Other",NA,NA,"Obese","Smoke",0
"2001","Male","40-59","NH White","<HSG","SBP<120",NA,"Smoke",0
"2002","Female","40-59","NH White","<HSG","SBP<120",NA,"Smoke",0
"2003","Male","59+","NH White","<HSG","SBP<120",NA,"Smoke",0
"2004","Female","59+","NH White","<HSG","SBP<120",NA,"Smoke",0
"2005","Male","40-59","NH Black","<HSG","SBP<120",NA,"Smoke",0
"2006","Female","40-59","NH Black","<HSG","SBP<120",NA,"Smoke",0
"2007","Male","59+","NH Black","<HSG","SBP<120",NA,"Smoke",0
"2008","Female","59+","NH Black","<HSG","SBP<120",NA,"Smoke",0
"2009","Male","40-59","NH Asian","<HSG","SBP<120",NA,"Smoke",0
"2010","Female","40-59","NH Asian","<HSG","SBP<120",NA,"Smoke",0
"2011","Male","59+","NH Asian","<HSG","SBP<120",NA,"Smoke",0
"2012","Female","59+","NH Asian","<HSG","SBP<120",NA,"Smoke",0
"2013","Male","40-59","Hispanic","<HSG","SBP<120",NA,"Smoke",0
"2014","Female","40-59","Hispanic","<HSG","SBP<120",NA,"Smoke",0
"2015","Male","59+","Hispanic","<HSG","SBP<120",NA,"Smoke",0
"2016","Female","59+","Hispanic","<HSG","SBP<120",NA,"Smoke",0
"2017","Male","40-59","Other","<HSG","SBP<120",NA,"Smoke",0
"2018","Female","40-59","Other","<HSG","SBP<120",NA,"Smoke",0
"2019","Male","59+","Other","<HSG","SBP<120",NA,"Smoke",0
"2020","Female","59+","Other","<HSG","SBP<120",NA,"Smoke",0
"2021","Male","40-59","NH White","HSG/GED","SBP<120",NA,"Smoke",0
"2022","Female","40-59","NH White","HSG/GED","SBP<120",NA,"Smoke",0
"2023","Male","59+","NH White","HSG/GED","SBP<120",NA,"Smoke",0
"2024","Female","59+","NH White","HSG/GED","SBP<120",NA,"Smoke",0
"2025","Male","40-59","NH Black","HSG/GED","SBP<120",NA,"Smoke",0
"2026","Female","40-59","NH Black","HSG/GED","SBP<120",NA,"Smoke",0
"2027","Male","59+","NH Black","HSG/GED","SBP<120",NA,"Smoke",0
"2028","Female","59+","NH Black","HSG/GED","SBP<120",NA,"Smoke",0
"2029","Male","40-59","NH Asian","HSG/GED","SBP<120",NA,"Smoke",0
"2030","Female","40-59","NH Asian","HSG/GED","SBP<120",NA,"Smoke",0
"2031","Male","59+","NH Asian","HSG/GED","SBP<120",NA,"Smoke",0
"2032","Female","59+","NH Asian","HSG/GED","SBP<120",NA,"Smoke",0
"2033","Male","40-59","Hispanic","HSG/GED","SBP<120",NA,"Smoke",0
"2034","Female","40-59","Hispanic","HSG/GED","SBP<120",NA,"Smoke",0
"2035","Male","59+","Hispanic","HSG/GED","SBP<120",NA,"Smoke",0
"2036","Female","59+","Hispanic","HSG/GED","SBP<120",NA,"Smoke",0
"2037","Male","40-59","Other","HSG/GED","SBP<120",NA,"Smoke",0
"2038","Female","40-59","Other","HSG/GED","SBP<120",NA,"Smoke",0
"2039","Male","59+","Other","HSG/GED","SBP<120",NA,"Smoke",0
"2040","Female","59+","Other","HSG/GED","SBP<120",NA,"Smoke",0
"2041","Male","40-59","NH White","Some college/TS","SBP<120",NA,"Smoke",0
"2042","Female","40-59","NH White","Some college/TS","SBP<120",NA,"Smoke",0
